Time,Current to/from Batteries (mA),Current to Satellite (mA),Current from Solar Panel (mA),Battery Voltage (TB),Satellite Voltage,Solar Panel Voltage,Power to/from Batteries (mW),Power consumbed by Sattelite (mW),Power from Solar Panel (mW),Current Mission Mode,ACS Mode,ACS On/Off,Battery Voltage (Onboard),IMU On/Off,Optical Sensor On/Off,Solar Current (Onboard),RockBLOCK Sleeping/Awake,RockBLOCK Mode
1711463980993,72.57,33.77,107.68,4.12,4.28,4.51,296.2,144,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711463984067,72.95,33.74,107.7,4.12,4.28,4.51,297.6,145,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.74,sleeping,0
1711463987140,72.82,33.18,107.61,4.12,4.28,4.51,298.6,143.2,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463990204,73.2,33.54,107.57,4.12,4.28,4.51,302.2,138.8,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.79,sleeping,0
1711463993278,72.54,33.9,107.64,4.12,4.28,4.51,298.4,146.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.78,sleeping,0
1711463996349,72.51,34.29,107.77,4.12,4.28,4.51,296.4,144,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.78,sleeping,0
1711463999428,72.99,33.28,107.69,4.12,4.28,4.51,300.4,141.6,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.77,sleeping,0
1711464002497,72.98,33.35,107.6,4.12,4.28,4.51,303,143.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.74,sleeping,0
1711464005568,72.08,33.45,107.63,4.12,4.28,4.51,297.6,142.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464008642,72.59,33.78,107.63,4.12,4.28,4.51,299.4,146,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.73,sleeping,0
1711464011716,72.81,33.63,107.62,4.12,4.28,4.51,299,140.6,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.75,sleeping,0
1711464014781,73.4,33.37,107.54,4.12,4.28,4.51,301.8,142.2,485.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711464017858,73.4,32.99,107.56,4.12,4.28,4.51,298.8,142.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.7,sleeping,0
1711464020932,72.7,33.2,107.56,4.12,4.28,4.51,298.6,146.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.75,sleeping,0
1711464024004,71.77,34.11,107.62,4.12,4.28,4.51,297.6,142.2,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464027071,73.13,33.14,107.59,4.12,4.28,4.51,299.2,141.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464030144,73.68,33.26,107.7,4.12,4.28,4.51,302.6,142.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711464033220,72.26,33.72,107.66,4.12,4.28,4.51,298.2,143.2,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.7,sleeping,0
1711464036291,72.56,34.25,107.68,4.12,4.28,4.51,297.8,143.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.7,sleeping,0
1711464039357,72.62,33.27,107.62,4.12,4.28,4.51,302.2,139.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711464042430,73.73,33.22,107.54,4.12,4.28,4.51,299.4,142.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711464045508,73.18,33.66,107.55,4.12,4.28,4.51,302,145.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.7,sleeping,0
1711464048571,72.24,33.79,107.64,4.12,4.28,4.51,299.8,144.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464051649,73.15,33.48,107.53,4.12,4.28,4.51,302.4,141.4,485.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464054711,73.15,33.82,107.54,4.12,4.28,4.51,300,142.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711464057789,72.46,33.9,107.62,4.12,4.28,4.51,298.4,142.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464060867,73,33.59,107.57,4.12,4.28,4.51,298.4,144.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464063929,73.54,33.27,107.6,4.12,4.28,4.51,303.2,141.4,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464067007,73.13,33.17,107.63,4.12,4.28,4.51,300.4,141.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711464070069,72.77,33.49,107.68,4.12,4.28,4.51,300.2,145.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464073147,72.54,33.62,107.64,4.12,4.28,4.51,297,145.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464076225,73.3,33.64,107.66,4.12,4.28,4.51,299.8,139.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.62,sleeping,0
1711464079287,73.13,33.78,107.52,4.12,4.28,4.51,302,142.2,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.63,sleeping,0
1711464082365,73.47,33.36,107.5,4.12,4.28,4.51,300.2,142,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.65,sleeping,0
1711464085443,72.54,33.17,107.64,4.12,4.28,4.51,300.4,145.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464088506,72.63,33.59,107.58,4.12,4.28,4.51,295.8,143.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711464091584,73.55,32.77,107.57,4.12,4.28,4.51,303.4,138.8,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464094646,73.21,33.37,107.63,4.12,4.28,4.51,301.4,141.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.66,sleeping,0
1711464097724,72.13,33.51,107.61,4.12,4.28,4.51,297.8,142,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.63,sleeping,0
1711464100802,71.95,33.44,107.61,4.12,4.28,4.51,298.4,145.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.59,sleeping,0
1711464103864,72.82,32.72,107.58,4.12,4.28,4.51,301.6,141.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.63,sleeping,0
1711464106942,72.69,33,107.59,4.12,4.28,4.51,302.8,144,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.67,sleeping,0
1711464110020,72.68,33.13,107.59,4.12,4.28,4.51,298.4,142,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.66,sleeping,0
1711464113082,72.47,33.6,107.58,4.12,4.28,4.51,299.2,145.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.59,sleeping,0
1711464116160,73.35,33.1,107.63,4.12,4.28,4.51,302,140,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.62,sleeping,0
1711464119223,73.36,33.19,107.61,4.12,4.28,4.51,301.6,142.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.61,sleeping,0
1711464122301,73.2,32.8,107.61,4.12,4.28,4.51,299.6,142.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.58,sleeping,0
1711464125379,72.12,33.53,107.6,4.12,4.28,4.51,299.2,144.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.54,sleeping,0
